site,datetime,stat,bp,co,no,no2,nox,out_rh,out_t,pm25t,sigtheta,sonicwd,sonicws,uvpm
Parkway East,2020-03-09T00:00:00,Avg,735.2,0.6263,2.6,14.5,17.2,33.7,13.8,15,17.5,204,6.6,1745
Parkway East,2020-03-10T00:00:00,Avg,730.1,0.3232,2.1,6.3,8.4,74.1,11,8,23.5,256,8.1,841
Parkway East,2020-03-11T00:00:00,Avg,729.9,0.4123,5.4,14.7,20.2,84.8,6,14,42.1,145,1.6,1191
Parkway East,2020-03-12T00:00:00,Avg,726,0.3842,4.5,9.2,13.8,72.9,12.8,13,32.5,155,2.7,1328
Parkway East,2020-03-13T00:00:00,Avg,727.5,0.3683,3.3,4.9,8.2,55,12.3,7,27.8,280,8.3,473
Parkway East,2020-03-14T00:00:00,Avg,737.2,0.4524,3.7,8.8,12.6,58.5,4.4,6,40.4,337,3.1,609
Parkway East,2020-03-15T00:00:00,Avg,738.3,0.4861,4.1,8,12.3,70.6,5.5,7,37.4,38,3.4,746
Parkway East,2020-03-16T00:00:00,Avg,735.4,0.1802,0.8,6.2,7.1,65.2,5.4,5,34.5,155,2.7,705
Parkway East,2020-03-17T00:00:00,Avg,732.6,0.4363,7.8,9.9,17.8,83.9,6.9,9,29.4,277,4.3,893
Parkway East,2020-03-18T00:00:00,Avg,733.9,0.2366,2.2,9.3,11.6,75.9,8.1,10,41.4,144,2.3,621
Parkway East,2020-03-19T00:00:00,Avg,730.2,0.3368,5,9.1,14.2,89,14.4,6,26.3,221,4.2,765
Parkway East,2020-03-20T00:00:00,Avg,727.7,0.3265,2.2,5.1,7.4,80.2,15.8,5,28.7,274,7.8,470
Parkway East,2020-03-21T00:00:00,Avg,737.4,0.3677,2.8,4.7,7.7,65.8,2.1,5,39,6,3.9,482
Parkway East,2020-03-22T00:00:00,Avg,738.2,0.2222,0.9,3.9,4.9,58.4,5.3,6,48.2,113,2.6,626
Parkway East,2020-03-23T00:00:00,Avg,730.4,0.2106,1.6,6.1,7.5,86.4,6.5,5,32.1,170,3.2,477
Parkway East,2020-03-24T00:00:00,Avg,730.4,0.3822,6.5,9.6,16.2,78.5,6,9,44.2,54,2.5,850
Parkway East,2020-03-25T00:00:00,Avg,726.6,0.351,4.8,8.6,13.4,77.3,9,4,54.5,86,1.6,673
Parkway East,2020-03-26T00:00:00,Avg,725.3,0.4106,3,10.4,13.5,65.5,12.3,9,27.6,183,3.9,1055
Parkway East,2020-03-27T00:00:00,Avg,725.9,0.4603,6.4,10.8,17.2,81.2,12.9,11,44.5,20,2,1155
Parkway East,2020-03-28T00:00:00,Avg,724,0.3637,1.4,7.7,9.2,92.3,16.4,12,38.8,127,2.2,1152
Parkway East,2020-03-29T00:00:00,Avg,722.6,0.3395,0.4,4.4,4.9,58.9,19.9,4,25.6,225,9.4,456
Parkway East,2020-03-30T00:00:00,Avg,727.3,0.2334,2.6,5.4,8.1,59.9,10,3,27.5,278,7.2,292
Parkway East,2020-03-31T00:00:00,Avg,726,0.4489,8.1,9.7,17.8,81.6,6.9,5,41,29,2.5,623
Parkway East,2020-04-01T00:00:00,Avg,725.1,0.4098,6.7,8.6,15.3,71.8,8.2,5,33.4,1,3.5,681
Parkway East,2020-04-02T00:00:00,Avg,728.1,0.3049,3.6,6.5,10.2,46.2,8.6,5,26.5,327,6.7,500
Parkway East,2020-04-03T00:00:00,Avg,727.5,0.3543,4.6,7.9,12.6,43.6,9.8,4,29.7,335,5.8,519
Parkway East,2020-04-04T00:00:00,Avg,728.5,0.327,2.3,7.3,9.7,64,10.6,8,33.6,5,2.3,1493
Parkway East,2020-04-05T00:00:00,Avg,729,0.4244,2.8,8,10.9,68.5,12.5,16,29.2,357,3.5,2179
Parkway East,2020-04-06T00:00:00,Avg,729.8,0.4084,6.1,10.2,16.4,54.8,11.6,6,49.6,7,2.2,880
Parkway East,2020-04-07T00:00:00,Avg,724.3,0.5748,3.7,16.6,20.4,72.8,13.5,14,32.2,194,3.3,2150
Parkway East,2020-04-08T00:00:00,Avg,719.8,0.3346,3.4,8,11.5,68.3,16.1,7,31.4,333,4.1,633
Parkway East,2020-04-09T00:00:00,Avg,716.5,0.2478,2.1,4.7,6.9,69,8.7,5,28.9,286,8.5,371
Parkway East,2020-04-10T00:00:00,Avg,722.8,0.2468,2.3,4.3,6.7,62.1,3.6,4,28.3,307,8.4,254
Parkway East,2020-04-11T00:00:00,Avg,727.7,0.2864,1.5,6.2,7.8,52.9,7.4,6,32.6,267,4.9,779
Parkway East,2020-04-12T00:00:00,Avg,725.4,0.3184,0.4,5.5,6,56.7,13,9,28.8,156,3.5,1141
Parkway East,2020-04-13T00:00:00,Avg,714.3,0.2737,1,5,6,84.6,16.5,2,30.5,190,5.4,309
